ID,owner_age,personal_income,business_expenses,business_turnover,business_age_years,Target,savings_and_assets,debt_and_repayment,res_to_shocks,access_to_cred
ID_3XMVQD,30.0,120.0,480.0,1440.0,21.0,Low,22.278,34.896,115.02000000000001,33.285
ID_RBJ3HI,36.0,400000.0,150000.0,4800000.0,7.0,Low,24.732,57.26700000000001,81.20400000000001,33.285
ID_NEOGE9,28.0,60000.0,240000.0,40000.0,4.0,Low,27.853,45.654,80.69200000000001,35.157
ID_YS813H,58.0,200000.0,250000.0,450000.0,22.0,Low,24.732,46.31400000000001,80.69200000000001,36.092999999999996
ID_TDON4O,49.0,2000.0,12000.0,14400.0,9.0,Medium,33.412,48.306,52.772999999999996,33.285
ID_6NSCUI,56.0,30.0,720.0,1800.0,0.0,Low,22.278,26.400000000000002,115.02000000000001,34.221
ID_46X1W1,36.0,97.0,97.0,97.0,0.0,Low,17.392,34.536,78.194,22.502
ID_9WAGP5,39.0,175000.0,95000.0,2100000.0,1.0,Low,24.732,46.31400000000001,81.20400000000001,36.092999999999996
ID_RUPFLF,75.0,900.0,7500.0,12000.0,0.0,Low,27.853,46.77100000000001,115.186,35.157
ID_2G0E7H,40.0,135.0,600.0,1200.0,3.0,Low,22.278,39.81,115.53200000000001,34.221
ID_1DDM6T,20.0,10000.0,5000.0,20000.0,5.0,Low,23.512,45.63400000000001,81.20400000000001,35.157
ID_4K88K6,94.0,3000.0,8000.0,25000.0,38.0,Low,44.554,40.08,115.02000000000001,33.285
ID_BACXF6,35.0,126000.0,20000.0,40000.0,1.0,Low,22.945,45.654,80.69200000000001,33.285
ID_Q8WHT3,61.0,2000.0,3000.0,5000.0,8.0,Low,27.853,49.896,115.53200000000001,33.285
ID_45BG34,32.0,1500.0,42000.0,60000.0,5.0,Medium,44.554,48.77100000000001,66.47800000000001,33.285
ID_2D3CBI,36.0,300.0,840.0,1200.0,5.0,Low,21.058,34.216,115.02000000000001,34.221
ID_W6PHK0,35.0,520.0,,,5.0,Medium,37.759,34.216,105.84200000000001,34.221
ID_KXXKXN,34.0,800.0,97.0,800.0,0.0,Medium,20.513,34.536,79.218,23.438
ID_NJSLEU,41.0,,30000.0,48000.0,3.0,Low,39.646,48.77100000000001,115.53200000000001,33.285
ID_OA8NZF,81.0,1400.0,175.0,500.0,15.0,Medium,20.513,34.536,79.56400000000001,23.438
ID_5KJFDU,30.0,600000.0,80000.0,7200000.0,1.0,Low,29.079,45.654,80.69200000000001,35.157
ID_SKFNNM,43.0,1500.0,800.0,2000.0,8.0,Low,20.513,35.196000000000005,79.56400000000001,22.502
ID_DG3C6S,33.0,1500.0,60.0,100.0,5.0,Low,34.095,40.08,115.53200000000001,35.157
ID_HGXV83,62.0,150.0,34200.0,19800.0,10.0,Low,21.058,34.216,115.02000000000001,34.221
ID_8U4F5Y,57.0,50000.0,600000.0,1500000.0,12.0,High,33.42,38.848,120.73700000000001,35.157
ID_C2NNUV,52.0,2000.0,1500.0,1700.0,5.0,Medium,26.633000000000003,39.4,66.99000000000001,35.157
ID_V1MZB3,50.0,7000.0,6000.0,15000.0,2.0,Low,38.987,57.26700000000001,114.674,35.157
ID_RYFZMY,23.0,1690.0,2100.0,3200.0,1.0,Low,44.554,46.77100000000001,114.674,33.285
ID_HD82P5,32.0,600000.0,750000.0,7200000.0,5.0,Low,30.299,45.63400000000001,81.20400000000001,33.285
ID_87J5IE,70.0,300.0,500.0,800.0,36.0,Low,44.554,41.400000000000006,115.02000000000001,33.285
ID_DHIHPS,60.0,20000.0,3000.0,12000.0,13.0,Low,18.059,26.895000000000003,79.56400000000001,22.502
ID_WSSNML,81.0,600.0,97.0,1500.0,60.0,Low,20.513,35.196000000000005,80.07600000000001,23.438
ID_S7I5LG,68.0,300000.0,200000.0,10000.0,7.0,Low,19.823999999999998,56.607,80.69200000000001,33.285
ID_WCS4BJ,48.0,4000.0,3000.0,1000.0,8.0,Low,22.967,63.227999999999994,80.07600000000001,22.502
ID_NFS7B0,21.0,20.0,5000.0,5000.0,2.0,Low,21.058,34.216,115.02000000000001,34.221
ID_GJD3X4,24.0,230.0,83.0,250.0,3.0,Medium,20.513,34.536,79.56400000000001,23.438
ID_KPLPMV,40.0,300.0,1800.0,3000.0,12.0,Low,37.759,39.81,115.02000000000001,34.221
ID_UOC1R6,59.0,12000.0,2000.0,8800.0,22.0,Low,44.554,39.4,115.02000000000001,35.157
ID_Z27NR6,29.0,1500.0,250.0,1500.0,6.0,Medium,11.15,34.536,79.56400000000001,22.502
ID_G7HBOA,70.0,30.0,240.0,600.0,3.0,Low,22.278,34.896,115.70500000000001,34.221
ID_SZCLM4,26.0,4500.0,100.0,1500.0,3.0,Medium,11.15,35.196000000000005,79.56400000000001,22.502
ID_YWUEYR,27.0,168.0,1260.0,2520.0,2.0,Low,22.278,34.216,115.70500000000001,34.221
ID_XOMEN6,43.0,150.0,900.0,1600.0,7.0,Medium,38.979,39.81,66.65100000000001,33.285
ID_O05D8L,35.0,1500000.0,13000000.0,18000000.0,7.0,Medium,30.299,45.63400000000001,81.20400000000001,33.285
ID_INAWOP,60.0,36000.0,20400.0,432000.0,21.0,Low,23.512,47.431000000000004,80.69200000000001,35.157
ID_IVWACK,25.0,2600.0,500.0,1000.0,1.0,Medium,11.15,34.536,79.218,22.502
ID_I7P5TB,50.0,500.0,380.0,1500.0,17.0,Low,27.853,40.08,115.02000000000001,33.285
ID_8INFN7,38.0,50.0,240.0,480.0,1.0,Low,21.058,34.216,115.53200000000001,34.221
ID_I874U7,49.0,2000.0,800.0,1600.0,4.0,Medium,27.853,63.71300000000001,66.47800000000001,35.157
ID_DLWRFL,57.0,3000.0,2000.0,3000.0,15.0,Medium,25.421,50.478,79.73,23.438
ID_82I5X6,47.0,60000.0,1400000.0,1825000.0,19.0,Low,32.753,45.654,81.20400000000001,33.285
ID_XC55L1,33.0,150000.0,10000.0,20000.0,14.0,Low,21.611,48.111000000000004,81.20400000000001,35.157
ID_3QI3UR,20.0,300000.0,100000.0,20000.0,,Low,25.391,45.654,81.20400000000001,33.285
ID_BAHDG1,77.0,2500.0,20000.0,30000.0,45.0,Medium,38.979,34.556000000000004,104.60300000000001,34.221
ID_PFB3HN,58.0,500.0,6500.0,8500.0,2.0,Medium,16.703,48.431000000000004,115.02000000000001,33.285
ID_DB2UUI,51.0,3600.0,600.0,3600.0,30.0,Medium,27.853,48.09100000000001,66.99000000000001,35.157
ID_5CGAGH,30.0,7000.0,,8000.0,2.0,Low,34.079,48.09100000000001,114.674,33.285
ID_ZC8MBQ,64.0,80.0,18000.0,18000.0,31.0,Low,38.979,47.626000000000005,115.53200000000001,34.221
ID_3BVMY7,24.0,240000.0,2000000.0,2880000.0,2.0,Low,25.391,45.654,80.69200000000001,33.285
ID_QDN6N9,72.0,250.0,960.0,3600.0,8.0,Low,21.058,34.216,115.02000000000001,34.221
ID_Q5F866,37.0,1200.0,3600.0,10800.0,3.0,Low,32.192,34.216,115.02000000000001,34.221
ID_GDPUH4,35.0,3000.0,9600.0,26000.0,1.0,Medium,44.554,48.77100000000001,66.47800000000001,35.157
ID_SUO70W,35.0,100.0,120.0,14400.0,9.0,Low,22.278,39.13,115.19300000000001,34.221
ID_6ZOR3W,54.0,100.0,700.0,2000.0,7.0,Low,22.278,34.896,115.02000000000001,33.285
ID_Y7I957,31.0,250.0,1200.0,3000.0,5.0,Medium,32.192,34.556000000000004,66.47800000000001,34.221
ID_NGZ6WM,67.0,2500.0,800.0,650.0,20.0,Medium,34.079,47.896,105.11500000000001,33.285
ID_KWXZWL,44.0,97.0,97.0,97.0,2.0,Low,20.513,35.196000000000005,79.56400000000001,22.502
ID_UWQ0WC,72.0,80.0,480.0,1440.0,8.0,Medium,22.278,34.896,76.87400000000001,34.221
ID_FMQ6I4,33.0,140000.0,21.0,27000.0,11.0,Medium,33.428,37.158,81.20400000000001,46.876
ID_DKAXJZ,25.0,400.0,720.0,14400.0,2.0,Medium,38.979,34.216,56.4,33.285
ID_4T6YY5,32.0,90.0,1440.0,4440.0,10.0,Low,38.979,34.216,115.02000000000001,34.221
ID_RTVCE3,61.0,2500.0,1000.0,2500.0,29.0,Low,18.059,49.818,79.73700000000001,22.502
ID_ZAF9KW,22.0,250000.0,150000.0,15000.0,,Low,21.717,14.41,81.20400000000001,3.744
ID_6BXHNZ,31.0,1500000.0,1800000.0,1000000.0,26.0,Low,19.823999999999998,54.150000000000006,114.84700000000001,33.285
ID_VV8HJN,53.0,75.0,360.0,1800.0,4.0,Low,32.192,34.896,115.53200000000001,34.221
ID_PBC7RN,47.0,40.0,240.0,6000.0,15.0,Low,37.759,34.896,115.19300000000001,33.285
ID_SIEJ5B,32.0,290.0,1300.0,3500.0,3.0,Medium,22.278,34.896,56.4,33.285
ID_4ADQTJ,20.0,3600000.0,2340000.0,3600000.0,,Medium,19.823999999999998,54.150000000000006,120.73700000000001,33.285
ID_UQQN61,28.0,3600.0,8400.0,7200.0,5.0,Low,33.412,26.400000000000002,115.53200000000001,34.221
ID_78LZX4,38.0,200000.0,200000.0,200000.0,4.0,Low,23.512,36.478,81.20400000000001,35.157
ID_M186ZU,41.0,104000.0,16000.0,1248000.0,,Low,24.732,45.654,81.20400000000001,35.157
ID_HRIPVT,25.0,300000.0,170000.0,300000.0,7.0,Low,19.823999999999998,48.111000000000004,81.20400000000001,11.719
ID_80EHAP,51.0,2500.0,400.0,1500.0,14.0,Low,20.513,34.536,79.73700000000001,22.502
ID_A6AHHC,26.0,3500.0,24000.0,45000.0,3.0,High,22.945,48.77100000000001,66.65100000000001,11.719
ID_WDXCJ1,30.0,90000.0,60000.0,1080000.0,,Medium,23.512,47.431000000000004,87.09400000000001,35.157
ID_2853UY,32.0,800.0,2200.0,3500.0,1.0,Low,27.853,40.08,115.186,35.157
ID_W48XLP,62.0,250.0,120.0,200.0,5.0,Medium,22.967,49.818,79.56400000000001,22.502
ID_XFLOUW,31.0,360000.0,30000.0,1825000.0,12.0,Low,24.732,37.138000000000005,81.20400000000001,33.285
ID_AVD2XN,35.0,390000.0,250000.0,70000.0,25.0,Medium,38.995000000000005,46.31400000000001,57.127,33.285
ID_OLT34K,70.0,200.0,1000.0,1200.0,40.0,Low,20.513,34.536,79.56400000000001,23.438
ID_FPGSN1,26.0,150.0,240.0,600.0,0.0,Low,22.278,34.896,114.674,33.285
ID_C8SOKP,46.0,300.0,1800.0,1800.0,8.0,Low,22.278,34.896,115.02000000000001,34.221
ID_E7FLQH,63.0,1500.0,210.0,200.0,1.0,Low,27.853,40.08,115.186,35.157
ID_Y0NXR2,23.0,9500.0,230.0,500.0,0.0,Medium,20.513,34.536,79.218,23.438
ID_5DSK7N,66.0,1000.0,4000.0,12000.0,20.0,Low,44.554,48.09100000000001,115.02000000000001,35.157
ID_590WBK,35.0,15.0,48.0,180.0,1.0,Low,37.759,34.896,115.02000000000001,34.221
ID_3VU58F,40.0,5000.0,45000.0,60000.0,10.0,Low,24.732,48.111000000000004,81.20400000000001,33.285
ID_RTW3FH,30.0,800000.0,16200.0,23000.0,2.0,Medium,21.611,45.654,81.20400000000001,33.285
ID_F8CGVY,27.0,3000.0,2000.0,7000.0,0.0,High,38.987,33.489,66.47800000000001,33.285
ID_37YE0Q,41.0,1200.0,3000.0,4200.0,2.0,Low,44.554,40.08,115.53200000000001,35.157
ID_9OQKZ6,43.0,1000.0,400.0,2520.0,6.0,Medium,20.513,40.11,79.56400000000001,23.438
ID_4BITQU,32.0,100.0,1200.0,2400.0,2.0,Low,21.058,34.216,115.02000000000001,34.221
ID_XJUE6I,75.0,97.0,97.0,97.0,0.0,Medium,20.513,39.45,79.218,22.502
ID_XJ8UWO,46.0,30000.0,7000.0,360000.0,5.0,Low,23.512,46.31400000000001,81.20400000000001,35.157
ID_VIN5LV,38.0,2000.0,300.0,1000.0,7.0,Low,17.392,39.45,79.56400000000001,22.502
ID_XF9REX,27.0,7000.0,2000.0,5000.0,7.0,Low,22.967,49.818,79.56400000000001,22.502
ID_WKGUY0,30.0,1000.0,100.0,320.0,1.0,Medium,27.853,48.77100000000001,114.674,33.285
ID_ZRBZIR,27.0,10000.0,4500.0,9000.0,3.0,Low,38.987,41.400000000000006,115.02000000000001,33.285
ID_5H0JHK,40.0,5500.0,1700.0,2000.0,1.0,Medium,17.392,39.45,79.218,23.438
ID_5XJXNE,74.0,5500.0,125.0,200.0,10.0,Low,34.095,48.77100000000001,115.53200000000001,35.157
ID_YINW4U,29.0,100.0,200.0,500.0,1.0,Medium,20.513,34.536,79.56400000000001,22.502
ID_8LC007,42.0,900000.0,150000.0,700000.0,2.0,Low,29.079,46.31400000000001,80.69200000000001,35.157
ID_ZGJZG8,32.0,3000.0,5000.0,11000.0,5.0,Low,25.421,49.818,79.56400000000001,22.502
ID_HA0T3K,46.0,300.0,3600.0,6000.0,20.0,Low,22.278,39.13,115.02000000000001,34.221
ID_93C9CN,36.0,120.0,2880.0,3600.0,1.0,Medium,38.979,34.896,66.47800000000001,33.285
ID_NH671P,22.0,3000.0,2200.0,1500.0,0.0,Low,22.3,49.818,79.218,22.502
ID_SQOI2J,73.0,5750.0,3000.0,5500.0,25.0,Low,20.513,34.536,79.73700000000001,22.502
ID_OTESU2,53.0,25000.0,300000.0,500000.0,6.0,High,34.079,47.896,115.19300000000001,35.157
ID_3J5SFM,43.0,900.0,250.0,500.0,1.0,Low,22.3,49.818,79.218,22.502
ID_Z8W8A5,36.0,5000000.0,300000.0,4800000.0,,Low,23.512,53.47,80.69200000000001,35.157
ID_24W7W8,36.0,5000.0,9900.0,30000.0,3.0,High,44.554,26.118000000000002,66.47800000000001,33.285
ID_22ERM5,29.0,70.0,1344.0,3600.0,4.0,Low,38.979,34.896,115.02000000000001,34.221
ID_JH33IC,78.0,500.0,400.0,100.0,1.0,Low,27.853,39.4,114.674,35.157
ID_FXUJ5O,41.0,5000.0,2000.0,5000.0,2.0,Medium,20.513,39.45,80.07600000000001,22.502
ID_BDYTGX,34.0,50.0,16800.0,24000.0,0.0,Low,37.759,34.896,115.02000000000001,34.221
ID_J9HVCH,55.0,600.0,300.0,550.0,0.0,Low,50.796,48.09100000000001,115.186,35.157
ID_6YSHHY,56.0,1000.0,200.0,2500.0,3.0,Medium,13.604,54.732,79.56400000000001,22.502
ID_2O25TG,86.0,7500.0,6000.0,27000.0,52.0,Low,27.853,39.4,114.674,35.157
ID_CF06LH,45.0,130.0,900.0,300.0,11.0,Low,22.278,34.896,115.53200000000001,34.221
ID_E9VIFT,42.0,500.0,650.0,1000.0,5.0,Low,50.796,47.45100000000001,115.53200000000001,35.157
ID_G0R6W6,35.0,75000.0,260000.0,70000.0,15.0,Low,24.065,44.974000000000004,81.20400000000001,45.94
ID_DTRB6L,60.0,300.0,2400.0,3600.0,4.0,Low,21.058,39.81,115.19300000000001,34.221
ID_XZO1TR,38.0,150.0,1800.0,3600.0,8.0,Low,22.278,34.216,145.27100000000002,44.068
ID_3LPLFW,57.0,2500.0,500.0,700.0,2.0,Low,17.392,35.196000000000005,79.218,23.438
ID_7PNV7H,36.0,50.0,240.0,360.0,9.0,Low,22.278,34.896,115.53200000000001,34.221
ID_V4HU27,23.0,500000.0,15000.0,30000.0,,Low,25.391,46.31400000000001,80.69200000000001,33.285
ID_GL9FWV,37.0,1500.0,3500.0,5000.0,5.0,Low,29.186999999999998,48.431000000000004,115.02000000000001,33.285
ID_5RNTDR,42.0,1200.0,30000.0,38400.0,1.0,Low,27.853,49.896,114.674,35.157
ID_KT6E5M,37.0,80.0,1800.0,3000.0,10.0,Low,22.278,39.81,115.53200000000001,34.221
ID_7ERR59,28.0,20000.0,12000.0,1500000.0,5.0,Low,20.391000000000002,48.111000000000004,81.20400000000001,35.157
ID_SRCAXH,36.0,150000.0,15000.0,100000.0,,Medium,24.732,44.974000000000004,105.66900000000001,33.285
ID_3HZGE5,65.0,50.0,1200.0,3000.0,15.0,Medium,38.979,34.896,66.47800000000001,34.221
ID_7AMTNG,34.0,100.0,960.0,1440.0,1.0,Medium,38.979,34.216,71.77300000000001,33.285
ID_9BH2MP,21.0,50000.0,12000.0,15000.0,,Low,24.732,45.654,80.69200000000001,35.157
ID_8DITMO,50.0,6000.0,600000.0,720000.0,5.0,High,34.079,32.809,66.47800000000001,33.285
ID_ZU2NAC,36.0,20.0,480.0,840.0,1.0,Medium,38.979,34.896,67.16300000000001,34.221
ID_BZWBHO,57.0,5500.0,1026.0,884.0,10.0,Medium,38.987,47.896,66.47800000000001,35.157
ID_GZV6SU,36.0,20000.0,120000.0,235000.0,3.0,Low,23.512,37.158,79.668,35.157
ID_VIGT6D,38.0,2400000.0,300000.0,28800000.0,8.0,Low,30.299,46.31400000000001,81.20400000000001,33.285
ID_F8GQ8D,35.0,168000.0,100000.0,2016000.0,5.0,Low,24.732,47.431000000000004,81.20400000000001,35.157
ID_7HA752,47.0,5000.0,5000.0,10000.0,5.0,Medium,49.462,48.77100000000001,115.02000000000001,33.285
ID_BDJ7H7,37.0,5200.0,3500.0,6000.0,0.0,Low,38.987,39.4,115.186,35.157
ID_YOD0R4,28.0,140000.0,20000.0,25000.0,4.0,Low,21.611,45.63400000000001,81.20400000000001,33.285
ID_J5N860,37.0,10000.0,7000.0,2000.0,1.0,Low,38.312,56.587,115.53200000000001,33.285
ID_OWW2R8,25.0,350.0,2400.0,4200.0,3.0,Low,22.278,34.896,115.02000000000001,34.221
ID_NRRLT2,25.0,350000.0,11250000.0,24500000.0,5.0,Low,30.299,46.31400000000001,81.20400000000001,35.157
ID_YVETN2,34.0,40.0,120.0,600.0,12.0,Low,38.979,34.896,115.02000000000001,34.221
ID_AX743V,22.0,7700.0,2000.0,6000.0,3.0,Medium,8.696,54.732,79.56400000000001,22.502
ID_TTRUTI,35.0,1000.0,12000.0,14400.0,4.0,Medium,27.853,46.77100000000001,115.19300000000001,35.157
ID_NVFOM3,35.0,97.0,1000.0,3000.0,2.0,Low,19.846,50.478,79.56400000000001,22.502
ID_NTHM70,27.0,450000.0,200000.0,190000.0,1.0,Low,29.079,45.63400000000001,81.20400000000001,33.285
ID_Z7NX72,27.0,1900.0,1000.0,1900.0,10.0,Low,21.058,34.216,115.53200000000001,34.221
ID_5CAEEL,55.0,1900000.0,800000.0,1500000.0,20.0,Low,30.299,44.974000000000004,81.20400000000001,33.285
ID_QVDK6D,67.0,7800.0,3500.0,7800.0,11.0,Medium,27.853,41.400000000000006,66.99000000000001,35.157
ID_QBA3RN,25.0,2000.0,500.0,2000.0,1.0,Low,20.513,34.536,79.218,22.502
ID_ZOBZOU,60.0,6000.0,8000.0,6000.0,20.0,Low,18.059,51.333,80.24900000000001,22.502
ID_PFCNCA,31.0,100000.0,80000.0,10950000.0,20.0,Low,30.299,39.595000000000006,81.20400000000001,36.092999999999996
ID_IRIIQU,23.0,80.0,180.0,240.0,4.0,Low,38.979,34.896,28.613,34.221
ID_G2J6WC,36.0,45.0,1440.0,2880.0,12.0,Low,22.278,34.896,115.02000000000001,45.004
ID_9PWQ7F,48.0,80.0,300.0,960.0,4.0,Low,22.278,34.896,115.19300000000001,34.221
ID_Q3JVZ0,52.0,50.0,3600.0,5400.0,7.0,Low,22.278,34.216,139.291,34.221
ID_DOPTO9,51.0,1500.0,6000.0,12000.0,4.0,High,33.412,42.712,115.02000000000001,11.719
ID_78FPYA,26.0,10.0,120.0,300.0,2.0,Low,21.058,34.896,115.53200000000001,34.221
ID_FL9WOA,45.0,10000.0,100000.0,1500000.0,3.0,Medium,34.079,55.607,120.91000000000001,35.157
ID_SLZOB3,45.0,3000000.0,250000.0,350000.0,8.0,Low,24.732,44.974000000000004,80.69200000000001,35.157
ID_8NWNL2,32.0,150000.0,20000.0,1620000.0,,Low,30.299,48.77100000000001,81.20400000000001,33.285
ID_3056M0,37.0,420.0,0.0,420.0,5.0,Low,20.513,34.536,79.56400000000001,23.438
ID_LQONEW,48.0,432000.0,1920000.0,5184000.0,7.0,Low,23.512,45.63400000000001,81.20400000000001,35.157
ID_C83O3N,58.0,1872.0,,,20.0,Medium,37.759,34.896,66.47800000000001,34.221
ID_9W26WC,35.0,300.0,2400.0,6000.0,2.0,Medium,38.979,42.712,56.4,34.221
ID_KSO03W,57.0,1000.0,2500.0,4500.0,2.0,Medium,44.554,48.77100000000001,66.132,33.285
ID_D1NVP7,32.0,75.0,480.0,840.0,0.0,Medium,22.278,34.896,66.99000000000001,33.285
ID_VW8BOT,24.0,120000.0,500000.0,1440000.0,2.0,Low,19.823999999999998,46.31400000000001,81.20400000000001,33.285
ID_KDV9KY,28.0,50.0,1440.0,5400.0,5.0,Low,21.058,34.216,115.02000000000001,34.221
ID_X2N2SU,25.0,2500.0,1000.0,1500.0,0.0,Medium,17.392,34.536,79.218,22.502
ID_2K8RYQ,33.0,1000.0,18000.0,30000.0,15.0,Low,27.853,41.400000000000006,115.02000000000001,35.157
ID_PPF32J,23.0,20.0,480.0,2880.0,2.0,High,33.412,43.392,66.132,34.221
ID_E5C5JO,59.0,97.0,160.0,97.0,0.0,Low,18.059,49.818,79.218,22.502
ID_5F1HGA,63.0,3000.0,40000.0,56000.0,7.0,High,27.837,47.45100000000001,66.65100000000001,35.157
ID_22RUW0,43.0,800.0,2400.0,4500.0,3.0,Low,27.853,40.08,115.19300000000001,33.285
ID_LQBK2W,65.0,8000.0,5000.0,8000.0,6.0,Medium,20.513,35.196000000000005,79.56400000000001,22.502
ID_EP1KTL,24.0,300000.0,40000.0,500000.0,4.0,Low,19.823999999999998,57.26700000000001,80.69200000000001,33.285
ID_HZFFGH,68.0,1000.0,250.0,97.0,7.0,Low,17.392,34.536,79.73700000000001,22.502
ID_6G61PC,38.0,3800.0,3300.0,6300.0,7.0,Medium,50.796,48.77100000000001,66.99000000000001,35.157
ID_WXHVY3,43.0,2000.0,3000.0,3900.0,3.0,Low,27.853,40.720000000000006,115.02000000000001,33.285
ID_09HSUW,35.0,4000.0,2900.0,8000.0,6.0,High,34.079,26.118000000000002,61.778,11.719
ID_3IH66W,40.0,2600.0,300.0,70.0,0.0,Low,37.767,40.08,115.186,35.157
ID_OIKIVQ,25.0,4800.0,250.0,800.0,5.0,Low,39.646,47.896,115.02000000000001,33.285
ID_VQRIQY,37.0,6000.0,3000.0,6000.0,1.0,Medium,20.513,39.45,79.218,22.502
ID_4WQQYD,35.0,80.0,840.0,1800.0,3.0,Medium,33.412,39.47,71.77300000000001,34.221
ID_2O6S7C,55.0,300.0,2400.0,9600.0,10.0,Medium,22.278,39.13,66.47800000000001,34.221
ID_Q9WFB7,39.0,1000.0,24000.0,35000.0,3.0,Low,38.987,48.576,115.02000000000001,35.157
ID_4NJKW3,51.0,100.0,120.0,1320.0,4.0,Low,22.278,39.13,115.02000000000001,34.221
ID_423L90,37.0,97.0,97.0,97.0,14.0,Low,14.938,49.818,79.56400000000001,22.502
ID_EKKBP2,42.0,680.0,8000.0,12000.0,7.0,Medium,39.646,40.08,104.43,35.157
ID_SLG6MM,34.0,3000.0,3500.0,6500.0,5.0,Medium,49.462,40.08,66.47800000000001,33.285
ID_4KPBUN,30.0,600000.0,270000.0,5000000.0,5.0,Low,24.732,45.974000000000004,80.69200000000001,35.157
ID_YG91MM,68.0,6000.0,25000.0,50000.0,22.0,Medium,38.987,40.720000000000006,66.47800000000001,35.157
ID_TFRSA8,18.0,200.0,400.0,600.0,6.0,Medium,17.392,39.45,80.07600000000001,22.502
ID_Y620N8,38.0,1000.0,1800.0,3500.0,4.0,Low,38.987,72.549,115.53200000000001,33.285
ID_FL2MOX,27.0,4000.0,9600.0,14400.0,3.0,Medium,27.853,39.4,66.47800000000001,33.285
ID_EHNSB0,25.0,180000.0,1000.0,6000.0,7.0,Low,24.732,45.654,81.20400000000001,33.285
ID_EN2CQX,33.0,500000.0,9000.0,15000.0,2.0,Low,30.299,44.974000000000004,80.69200000000001,33.285
ID_4AJMMU,55.0,500.0,600.0,1200.0,3.0,Medium,27.853,57.26700000000001,115.19300000000001,35.157
ID_GSHXM4,65.0,96000.0,24000.0,1248000.0,15.0,Low,21.611,48.111000000000004,81.20400000000001,35.157
ID_IX1SKN,29.0,4000.0,1000.0,1800.0,3.0,Medium,11.15,35.196000000000005,79.56400000000001,22.502
ID_PEQW6Y,39.0,5500.0,7000.0,10000.0,3.0,Low,17.392,35.196000000000005,79.73700000000001,22.502
ID_J7U08W,39.0,300.0,2400.0,6000.0,6.0,Low,38.979,34.896,139.803,34.221
ID_UYGRX2,42.0,200.0,240.0,840.0,8.0,Low,22.278,34.896,115.19300000000001,34.221
ID_NCPTKE,77.0,1200.0,200.0,2000.0,10.0,Low,22.945,48.77100000000001,115.02000000000001,33.285
ID_DVWWFC,32.0,200000.0,150000.0,30000.0,6.0,Low,33.42,46.31400000000001,80.69200000000001,35.157
ID_7Y2NE8,25.0,200.0,2400.0,2880.0,1.0,Low,22.278,34.896,114.16900000000001,34.221
ID_8SADGY,38.0,1200.0,1800.0,19200.0,2.0,High,33.412,43.392,68.48500000000001,12.655
ID_KSD1JC,41.0,1000.0,400.0,1000.0,2.0,Low,20.513,35.196000000000005,79.73,22.502
ID_GZ40ZV,33.0,15000.0,97.0,8000.0,1.0,Low,17.392,34.536,79.218,22.502
ID_3K8EKT,41.0,7000.0,1620.0,4000.0,16.0,High,27.837,40.665,66.47800000000001,35.157
ID_E9LAOD,22.0,84000.0,336000.0,420000.0,,Low,24.732,45.654,81.20400000000001,35.157
ID_9YW3DP,50.0,500.0,50.0,350.0,8.0,High,37.767,24.118000000000002,66.99000000000001,33.285
ID_H2IDUX,41.0,380.0,1440.0,3360.0,23.0,Low,21.058,39.13,115.02000000000001,34.221
ID_TMYU08,37.0,300.0,1800.0,3600.0,9.0,Low,32.192,26.400000000000002,115.02000000000001,34.221
ID_2MGLKE,22.0,,18000.0,14400.0,1.0,Low,22.278,34.216,115.53200000000001,34.221
ID_E7GJ81,44.0,250.0,190000.0,250.0,10.0,Low,29.754,46.31400000000001,81.20400000000001,33.285
ID_ADOTIW,46.0,220.0,50.0,100.0,1.0,Low,22.967,50.478,79.218,22.502
ID_DR08CW,63.0,2800.0,80000.0,172800.0,13.0,High,39.646,48.77100000000001,115.53200000000001,13.591
ID_ABEHAM,25.0,100.0,600.0,1200.0,6.0,Low,38.979,34.896,115.70500000000001,33.285
ID_VQPU3E,39.0,13000.0,3300.0,8000.0,3.0,Medium,27.853,41.400000000000006,56.061,33.285
ID_46MH7G,23.0,150.0,120.0,600.0,1.0,Medium,20.513,34.536,79.56400000000001,23.438
ID_WQA1VR,42.0,2000.0,50000.0,96000.0,4.0,Medium,38.312,40.08,66.47800000000001,35.157
ID_YZ86IO,68.0,1200.0,500.0,1200.0,38.0,Low,20.513,40.11,80.07600000000001,22.502
ID_MGVU4I,45.0,27000.0,50000.0,324000.0,10.0,Low,44.554,39.4,115.02000000000001,35.157
ID_BA6ZCU,33.0,500.0,3600.0,42000.0,3.0,Medium,38.979,34.896,105.84200000000001,34.221
ID_7ICDO5,39.0,3000.0,3800.0,7200.0,1.0,Low,27.853,40.08,115.186,33.285
ID_O50DW1,62.0,3000.0,100000.0,250000.0,30.0,High,27.853,56.587,115.02000000000001,13.591
ID_9WXN91,55.0,200.0,80.0,200.0,6.0,Low,20.513,26.040000000000003,79.56400000000001,23.438
ID_VRNEGN,58.0,5000.0,7000.0,12000.0,10.0,Medium,34.079,56.587,66.65100000000001,33.285
ID_X25QBR,40.0,1000.0,1276.0,3076.0,2.0,Low,27.853,26.118000000000002,114.674,33.285
ID_UIW7J3,34.0,4200.0,800.0,9000.0,1.0,Medium,44.554,40.08,114.674,33.285
ID_9XPSEI,49.0,2000.0,2500.0,54000.0,4.0,High,39.646,33.489,66.99000000000001,11.719
